darabolt_ertek,egyedi_hash
500g,74f3b6303362a0b8cd8de2ee36f5113cf80be35131b8c4d952348cefffed8de7
1298Ft/kg,74f3b6303362a0b8cd8de2ee36f5113cf80be35131b8c4d952348cefffed8de7
898Ft/kg,74f3b6303362a0b8cd8de2ee36f5113cf80be35131b8c4d952348cefffed8de7
fehér,8b996677ef99c60b635fa6f5ef56a78573d332b57e9f366e477890b078e87017
teljes kiőrlésű,8b996677ef99c60b635fa6f5ef56a78573d332b57e9f366e477890b078e87017
szeletelt,8b996677ef99c60b635fa6f5ef56a78573d332b57e9f366e477890b078e87017
csomagolt,8b996677ef99c60b635fa6f5ef56a78573d332b57e9f366e477890b078e87017
1247.50Ft/kg,8b996677ef99c60b635fa6f5ef56a78573d332b57e9f366e477890b078e87017
400g,8b996677ef99c60b635fa6f5ef56a78573d332b57e9f366e477890b078e87017
szeletelt,b76dd147cbc4b0707fdbdf7caae9d2f0bedcb8c05481f53ab88b9af734a17a00
csomagolt,b76dd147cbc4b0707fdbdf7caae9d2f0bedcb8c05481f53ab88b9af734a17a00
190g,b76dd147cbc4b0707fdbdf7caae9d2f0bedcb8c05481f53ab88b9af734a17a00
3153Ft/kg,b76dd147cbc4b0707fdbdf7caae9d2f0bedcb8c05481f53ab88b9af734a17a00
2837Ft/kg,b76dd147cbc4b0707fdbdf7caae9d2f0bedcb8c05481f53ab88b9af734a17a00
420g,045b1bd58b4ce86af3ae330010377d701e8f7ab81c1939aac85e922c04793431
1664Ft/kg,045b1bd58b4ce86af3ae330010377d701e8f7ab81c1939aac85e922c04793431
1331Ft/kg,045b1bd58b4ce86af3ae330010377d701e8f7ab81c1939aac85e922c04793431
többmagvas,15802e51b323b109f904b265e5d2164d1789b597604c2f4bceeccb696f0cff08
fehér,15802e51b323b109f904b265e5d2164d1789b597604c2f4bceeccb696f0cff08
szeletelt,15802e51b323b109f904b265e5d2164d1789b597604c2f4bceeccb696f0cff08
csomagolt,15802e51b323b109f904b265e5d2164d1789b597604c2f4bceeccb696f0cff08
5330Ft/kg,15802e51b323b109f904b265e5d2164d1789b597604c2f4bceeccb696f0cff08
300g,15802e51b323b109f904b265e5d2164d1789b597604c2f4bceeccb696f0cff08
6db,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
1db,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
300g,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
3330Ft/kg,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
2663Ft/kg,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
frissen,617fcf9b97526bc560227fb168af04a10ab44dbf0dbcd14720cfec884f16f330
sütve,617fcf9b97526bc560227fb168af04a10ab44dbf0dbcd14720cfec884f16f330
többféle,1873b9897ffff0bd80353776ad956634a492f564639c8cea33adc1578076fc5d
csomagolt,1873b9897ffff0bd80353776ad956634a492f564639c8cea33adc1578076fc5d
4983.33Ft/kg,1873b9897ffff0bd80353776ad956634a492f564639c8cea33adc1578076fc5d
60g,1873b9897ffff0bd80353776ad956634a492f564639c8cea33adc1578076fc5d
frissen,7972c84faad19dd1a43562efb784a3605520f9a239bbe2fce100c934769e10d3
sütve,7972c84faad19dd1a43562efb784a3605520f9a239bbe2fce100c934769e10d3
5x37g,e5a890046cde7e84b2895f1683ea51be6f4a0d93e17a69e57189c7d63888afd3
37g/cs,e5a890046cde7e84b2895f1683ea51be6f4a0d93e17a69e57189c7d63888afd3
5400Ft/kg,e5a890046cde7e84b2895f1683ea51be6f4a0d93e17a69e57189c7d63888afd3
3886Ft/kg,e5a890046cde7e84b2895f1683ea51be6f4a0d93e17a69e57189c7d63888afd3
frissen sütött pékáru,671e58b9190d6fdf82ac208a543ee2b4744d9b830d16cdb448cf738e8f280262
77g/darab,671e58b9190d6fdf82ac208a543ee2b4744d9b830d16cdb448cf738e8f280262
1285.71Ft/kg,671e58b9190d6fdf82ac208a543ee2b4744d9b830d16cdb448cf738e8f280262
frissen sütött pékáru,836327e1129c85f35a027d47fdf4dbda3d917b49c9cb03b2a6f26d7e4920aa31
70g/darab,836327e1129c85f35a027d47fdf4dbda3d917b49c9cb03b2a6f26d7e4920aa31
1842.86Ft/kg,836327e1129c85f35a027d47fdf4dbda3d917b49c9cb03b2a6f26d7e4920aa31
Cukorszórással,2695a3036db9c80f546359dfe3fdc49439fb96d552bd486503b14c929b91e3e4
2434Ft,2695a3036db9c80f546359dfe3fdc49439fb96d552bd486503b14c929b91e3e4
53g,2695a3036db9c80f546359dfe3fdc49439fb96d552bd486503b14c929b91e3e4
1kg,2695a3036db9c80f546359dfe3fdc49439fb96d552bd486503b14c929b91e3e4
57g,1f991e89626674fe613d857991584e29955ba33bb0cf713f6566e0c6abff51e7
3842Ft/kg,1f991e89626674fe613d857991584e29955ba33bb0cf713f6566e0c6abff51e7
2614Ft/kg,1f991e89626674fe613d857991584e29955ba33bb0cf713f6566e0c6abff51e7
frissen sütött pékáru,c098ceb009749859a77a1050ebf4749b1a6929afe7d1b1297879429dd7db76c9
100g/darab,c098ceb009749859a77a1050ebf4749b1a6929afe7d1b1297879429dd7db76c9
1690Ft/kg,c098ceb009749859a77a1050ebf4749b1a6929afe7d1b1297879429dd7db76c9
68g,de4a20627eaf8bae619ad4a0d8f7e308ac7011fde2066cfcb6b87a1c0d2bdd4d
4103Ft/kg,de4a20627eaf8bae619ad4a0d8f7e308ac7011fde2066cfcb6b87a1c0d2bdd4d
2926Ft/kg,de4a20627eaf8bae619ad4a0d8f7e308ac7011fde2066cfcb6b87a1c0d2bdd4d
90g/darab,9f91c193f4db02b8ebba8da7ee798d448e3f8b6a984210c72c04b4054af9b76a
2277.78Ft/kg,9f91c193f4db02b8ebba8da7ee798d448e3f8b6a984210c72c04b4054af9b76a
frissen,bc096e52487462a87a4f82dd6e16506d42ca4951de4bbbe09f3e0cff5be5d014
sütve,bc096e52487462a87a4f82dd6e16506d42ca4951de4bbbe09f3e0cff5be5d014
frissen,b7feecb601b8c6b0b963c64f7a0bd64cebe2742ddbebbe6f7d7d9c2bef90ed09
sütve,b7feecb601b8c6b0b963c64f7a0bd64cebe2742ddbebbe6f7d7d9c2bef90ed09
1db,b7feecb601b8c6b0b963c64f7a0bd64cebe2742ddbebbe6f7d7d9c2bef90ed09
1727Ft,8f5107eee04f1d13d864e0106414d0621bb0fe08d6312261b1229382770d291b
150g,8f5107eee04f1d13d864e0106414d0621bb0fe08d6312261b1229382770d291b
1kg,8f5107eee04f1d13d864e0106414d0621bb0fe08d6312261b1229382770d291b
85g,23d9e16688030105bc31419dc890fb5876fcb8f43179d7287422b2348ffd3a44
3047Ft/kg,23d9e16688030105bc31419dc890fb5876fcb8f43179d7287422b2348ffd3a44
többféle,8ba6606b7433bc77a10fa9f40d45b6c2501d7c0e7688b32735c43755feef410f
100g,8ba6606b7433bc77a10fa9f40d45b6c2501d7c0e7688b32735c43755feef410f
3590Ft/kg,8ba6606b7433bc77a10fa9f40d45b6c2501d7c0e7688b32735c43755feef410f
2790Ft/kg,8ba6606b7433bc77a10fa9f40d45b6c2501d7c0e7688b32735c43755feef410f
fekete,061c4db5ef2f40dd952ceb81c330520414d338f87223e5437d3a5cc349765381
1db,061c4db5ef2f40dd952ceb81c330520414d338f87223e5437d3a5cc349765381
100g,0a5e86b15cc8f4d971fb4f9017b22c6273cec54f20bad1470d7f3e777b8b1d46
3490Ft/kg,0a5e86b15cc8f4d971fb4f9017b22c6273cec54f20bad1470d7f3e777b8b1d46
2990Ft/kg,0a5e86b15cc8f4d971fb4f9017b22c6273cec54f20bad1470d7f3e777b8b1d46
frissen sütött pékáru,10295ba720a6ceb871e60f8f551baeef811b8b8921bfe6c6e2e9076a0a475c41
sonkás-kukoricás,10295ba720a6ceb871e60f8f551baeef811b8b8921bfe6c6e2e9076a0a475c41
pepperónis,10295ba720a6ceb871e60f8f551baeef811b8b8921bfe6c6e2e9076a0a475c41
140g/darab,10295ba720a6ceb871e60f8f551baeef811b8b8921bfe6c6e2e9076a0a475c41
2635.71Ft/kg,10295ba720a6ceb871e60f8f551baeef811b8b8921bfe6c6e2e9076a0a475c41
classic,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
4db,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
1db,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
250g,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
2316Ft/kg,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
1836Ft/kg,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
lenmaggal,7e18952ef39418fa959271e62b0da3f3bfcec37a854941e53c820042710f2e3a
csomagolt,7e18952ef39418fa959271e62b0da3f3bfcec37a854941e53c820042710f2e3a
1608.33Ft/kg,7e18952ef39418fa959271e62b0da3f3bfcec37a854941e53c820042710f2e3a
360g,7e18952ef39418fa959271e62b0da3f3bfcec37a854941e53c820042710f2e3a
extra szűz olívaolajjal,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
3db,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
1db,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
330g,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
2724Ft/kg,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
2118Ft/kg,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
324g,69bd6b06c59f20a61ac5cfa2301a4168d0d95c510e172815b6114b4361a73616
3083Ft/kg,69bd6b06c59f20a61ac5cfa2301a4168d0d95c510e172815b6114b4361a73616
2219Ft/kg,69bd6b06c59f20a61ac5cfa2301a4168d0d95c510e172815b6114b4361a73616
Natúr,ec3699e106ddfdc6f1d2426cb35f533932c0c2397565296b94f942adb81fc28c
teljes kiőrlésű,ec3699e106ddfdc6f1d2426cb35f533932c0c2397565296b94f942adb81fc28c
"1csomag vásárlása esetén: 649Ft/csomag, 1kg 1755Ft",ec3699e106ddfdc6f1d2426cb35f533932c0c2397565296b94f942adb81fc28c
"Legalább 2csomag vásárlása esetén, minden második termék ára: 199Ft/csomag, 1kg 538Ft",ec3699e106ddfdc6f1d2426cb35f533932c0c2397565296b94f942adb81fc28c
370g,ec3699e106ddfdc6f1d2426cb35f533932c0c2397565296b94f942adb81fc28c
6db,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
1db,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
216g,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
8792Ft/kg,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
6153Ft/kg,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
420g,e672b4f0c5be76123f8944e6820fe62a065230e3b1f895c38f4848d96154bf3a
3093Ft/kg,e672b4f0c5be76123f8944e6820fe62a065230e3b1f895c38f4848d96154bf3a
2021Ft/kg,e672b4f0c5be76123f8944e6820fe62a065230e3b1f895c38f4848d96154bf3a
chia magos,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
6db,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
1db,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
390g,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
3203Ft/kg,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
2305Ft/kg,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
190g,89559ba33790e35ce778c32600a923d718704b16569656d3b5c2dc77c1f6dfdd
6837Ft/kg,89559ba33790e35ce778c32600a923d718704b16569656d3b5c2dc77c1f6dfdd
5468Ft/kg,89559ba33790e35ce778c32600a923d718704b16569656d3b5c2dc77c1f6dfdd
csomagolt,73533a349b5c7b57b8c1e7fe6a17a05b66754f264678d84f5af43b472c1da6dc
3746.88Ft/kg,73533a349b5c7b57b8c1e7fe6a17a05b66754f264678d84f5af43b472c1da6dc
320g,73533a349b5c7b57b8c1e7fe6a17a05b66754f264678d84f5af43b472c1da6dc
Quinoával magvakkal,c0c73279d1834bb3884443cc80c8e591c9d01413ab6acd990a90d9bba98fac1e
goudával tökmaggal,c0c73279d1834bb3884443cc80c8e591c9d01413ab6acd990a90d9bba98fac1e
zabpehellyel chia maggal 3745Ft,c0c73279d1834bb3884443cc80c8e591c9d01413ab6acd990a90d9bba98fac1e
200g,c0c73279d1834bb3884443cc80c8e591c9d01413ab6acd990a90d9bba98fac1e
1kg,c0c73279d1834bb3884443cc80c8e591c9d01413ab6acd990a90d9bba98fac1e
többféle,c7d9ca1a093e261709d4bcfb038d2cf2d3fa87281cc7b758919ce568b8f16a96
80g,c7d9ca1a093e261709d4bcfb038d2cf2d3fa87281cc7b758919ce568b8f16a96
6738Ft/kg,c7d9ca1a093e261709d4bcfb038d2cf2d3fa87281cc7b758919ce568b8f16a96
5238Ft/kg,c7d9ca1a093e261709d4bcfb038d2cf2d3fa87281cc7b758919ce568b8f16a96
többféle,f70efce9de8246b7c63884c0846ec96e08836b5b1fa0c38d8765372b7080afd0
100g,f70efce9de8246b7c63884c0846ec96e08836b5b1fa0c38d8765372b7080afd0
5790Ft/kg,f70efce9de8246b7c63884c0846ec96e08836b5b1fa0c38d8765372b7080afd0
4890Ft/kg,f70efce9de8246b7c63884c0846ec96e08836b5b1fa0c38d8765372b7080afd0
6490Ft/kg,8a937554bd1fdba3f6ebead420124eef32a4543fd9046a4cea512ae65dc6842f
4990Ft/kg,8a937554bd1fdba3f6ebead420124eef32a4543fd9046a4cea512ae65dc6842f
Falafel mangó,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
avokádókrémmel,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
piros pesto,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
szezámpasztával paradicsomos készítménnyel,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
2041Ft,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
220g,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
1kg,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
többféle,674ccd6ef34829489767d41dde0015e5b198ebc3d25792ae9c25a52c686cf8d4
6495Ft/kg,674ccd6ef34829489767d41dde0015e5b198ebc3d25792ae9c25a52c686cf8d4
4995Ft/kg,674ccd6ef34829489767d41dde0015e5b198ebc3d25792ae9c25a52c686cf8d4
200g,674ccd6ef34829489767d41dde0015e5b198ebc3d25792ae9c25a52c686cf8d4
natúr pikáns,c96426b842ba15c9e765fcf4ccc2fed216507d7c3755d4a9547cac13d1c12f8b
1595Ft/kg,c96426b842ba15c9e765fcf4ccc2fed216507d7c3755d4a9547cac13d1c12f8b
200g/tégely,c96426b842ba15c9e765fcf4ccc2fed216507d7c3755d4a9547cac13d1c12f8b
natúr,dfd8bb21205dcef5865e485c70cc14273d7a307305ea0b7de0990e4fa32c6a07
200g,dfd8bb21205dcef5865e485c70cc14273d7a307305ea0b7de0990e4fa32c6a07
4845Ft/kg,dfd8bb21205dcef5865e485c70cc14273d7a307305ea0b7de0990e4fa32c6a07
3390Ft/kg,dfd8bb21205dcef5865e485c70cc14273d7a307305ea0b7de0990e4fa32c6a07
többféle,fce37ed880f8dda2cd501d684976afc09c4229d9f1fb5ad9b88117f74310f058
200g,fce37ed880f8dda2cd501d684976afc09c4229d9f1fb5ad9b88117f74310f058
6995Ft/kg,fce37ed880f8dda2cd501d684976afc09c4229d9f1fb5ad9b88117f74310f058
4995Ft/kg,fce37ed880f8dda2cd501d684976afc09c4229d9f1fb5ad9b88117f74310f058
120g,9765567e03b42b9fa36b4561a3360268b1eb3f7ca32e1d1d6b8483a21fda38f0
16658Ft/kg,9765567e03b42b9fa36b4561a3360268b1eb3f7ca32e1d1d6b8483a21fda38f0
13325Ft/kg,9765567e03b42b9fa36b4561a3360268b1eb3f7ca32e1d1d6b8483a21fda38f0
többféle,3a2ec69d73e853d705cc409561f9be4817d438ea14cefd964be1598cf4c7e43a
600g,3a2ec69d73e853d705cc409561f9be4817d438ea14cefd964be1598cf4c7e43a
2215Ft/kg,3a2ec69d73e853d705cc409561f9be4817d438ea14cefd964be1598cf4c7e43a
1665Ft/kg,3a2ec69d73e853d705cc409561f9be4817d438ea14cefd964be1598cf4c7e43a
1598Ft,c5c20c352f43e75c246411af937948e0dff587230d45f7f45bec3ce2085344fb
500g,c5c20c352f43e75c246411af937948e0dff587230d45f7f45bec3ce2085344fb
1kg,c5c20c352f43e75c246411af937948e0dff587230d45f7f45bec3ce2085344fb
Zöldségekkel,1653be5bbe7df638448176147026b0de6cd1ff7ca467e0435d7cc0d6b80c92a6
csirkével,1653be5bbe7df638448176147026b0de6cd1ff7ca467e0435d7cc0d6b80c92a6
1948Ft,1653be5bbe7df638448176147026b0de6cd1ff7ca467e0435d7cc0d6b80c92a6
400g,1653be5bbe7df638448176147026b0de6cd1ff7ca467e0435d7cc0d6b80c92a6
1kg,1653be5bbe7df638448176147026b0de6cd1ff7ca467e0435d7cc0d6b80c92a6
többféle,b66cd31d1f3ae3a2a1893815007ac6a73240558a474807a0daa07a3705b5dcbd
320/355g,b66cd31d1f3ae3a2a1893815007ac6a73240558a474807a0daa07a3705b5dcbd
gyorsfagyasztott,a7870e264aa834d1bd384c099a4a580372c90e8c4221684e2d58dd0060f2e605
1530Ft/kg,a7870e264aa834d1bd384c099a4a580372c90e8c4221684e2d58dd0060f2e605
300g,a7870e264aa834d1bd384c099a4a580372c90e8c4221684e2d58dd0060f2e605
Bolognese,6a22efc83f075c8d3edd866eb894756a9ac2183d517c0d9a20768ca1a7d2a93e
spenótos-ricottás,6a22efc83f075c8d3edd866eb894756a9ac2183d517c0d9a20768ca1a7d2a93e
csomagolt,6a22efc83f075c8d3edd866eb894756a9ac2183d517c0d9a20768ca1a7d2a93e
2747.50Ft/kg,6a22efc83f075c8d3edd866eb894756a9ac2183d517c0d9a20768ca1a7d2a93e
400g,6a22efc83f075c8d3edd866eb894756a9ac2183d517c0d9a20768ca1a7d2a93e
900g,81d491cb8369e610543e17d7e5fbbf7e5023a6ee57d0f58d65ad2db397985a54
2443Ft/kg,81d491cb8369e610543e17d7e5fbbf7e5023a6ee57d0f58d65ad2db397985a54
1999Ft/kg,81d491cb8369e610543e17d7e5fbbf7e5023a6ee57d0f58d65ad2db397985a54
többféle,ea0eeac2f8ef18747757006b8fa2f23c86427118fe71b9edbda98dc709c6ddcb
90g,ea0eeac2f8ef18747757006b8fa2f23c86427118fe71b9edbda98dc709c6ddcb
100g,6fc02b0a908eeca0c5cf87cd983bba77bfabef77ed731994c6e47f4fd0f6db36
400g,7ffc844ab1289465db86007067c82ebf692ced6a71d29fd086b581a06e409994
szeletelt,4482b816f611c73f2ea2965b5b16d2ef646019a030b67833ef704f8b1435abe3
100g,4482b816f611c73f2ea2965b5b16d2ef646019a030b67833ef704f8b1435abe3
7590Ft/kg,4482b816f611c73f2ea2965b5b16d2ef646019a030b67833ef704f8b1435abe3
5990Ft/kg,4482b816f611c73f2ea2965b5b16d2ef646019a030b67833ef704f8b1435abe3
többféle,342b7c26466f300d184266b13135a48ccee506429b61a88455ecbd51f434434b
11320Ft/kg,342b7c26466f300d184266b13135a48ccee506429b61a88455ecbd51f434434b
8253Ft/kg,342b7c26466f300d184266b13135a48ccee506429b61a88455ecbd51f434434b
75g,342b7c26466f300d184266b13135a48ccee506429b61a88455ecbd51f434434b
többféle,43a2eadac7460930dd04182814beec311b311f62e1e7d25e38b386e8e57d114f
4663Ft/kg,43a2eadac7460930dd04182814beec311b311f62e1e7d25e38b386e8e57d114f
3330Ft/kg,43a2eadac7460930dd04182814beec311b311f62e1e7d25e38b386e8e57d114f
300g,43a2eadac7460930dd04182814beec311b311f62e1e7d25e38b386e8e57d114f
4998Ft/kg,08036789497919124dfc61a52d2b24f645c41c31a1ab798f21f2d3ce07b966f0
3498Ft/kg,08036789497919124dfc61a52d2b24f645c41c31a1ab798f21f2d3ce07b966f0
400g,08036789497919124dfc61a52d2b24f645c41c31a1ab798f21f2d3ce07b966f0
kétféle,7f2cccf890614566ee24ecf242fc4a49bcbc44ced11a9ea2eb920180367f5066
4998Ft/kg,7f2cccf890614566ee24ecf242fc4a49bcbc44ced11a9ea2eb920180367f5066
3998Ft/kg,7f2cccf890614566ee24ecf242fc4a49bcbc44ced11a9ea2eb920180367f5066
500g,7f2cccf890614566ee24ecf242fc4a49bcbc44ced11a9ea2eb920180367f5066
8878/ 6100/,8e3bea9b9eb84bf6ee0804447a0061ca55e4048ba00f77f616a0f4c83db20499
7990Ft/kg,8e3bea9b9eb84bf6ee0804447a0061ca55e4048ba00f77f616a0f4c83db20499
5490Ft/kg,8e3bea9b9eb84bf6ee0804447a0061ca55e4048ba00f77f616a0f4c83db20499
90/100g,8e3bea9b9eb84bf6ee0804447a0061ca55e4048ba00f77f616a0f4c83db20499
3990Ft/kg,00dbdbd769c1a261ba16d71a4db88fc8a4d1b6bafea07f0fa0ea46c651dee2a6
3990Ft/kg,1a3c13d8f417ae40b727444f4f8aed1e0a786c2f41c57215b5173725da931d20
3290Ft/kg,bcf7c1f26d1853530f557d80f3462fcf34628c740da1d7c38c98a9f534fec2fb
szeletelt,efeb6458b0b64f2694c792210a47bf05e1e402febf867d3f0dd93a7508a46aef
csomagolt,efeb6458b0b64f2694c792210a47bf05e1e402febf867d3f0dd93a7508a46aef
5690Ft/kg,efeb6458b0b64f2694c792210a47bf05e1e402febf867d3f0dd93a7508a46aef
100g,efeb6458b0b64f2694c792210a47bf05e1e402febf867d3f0dd93a7508a46aef
4290Ft/kg,429076450f9587d980a443b4cc9c2159defc1ed2fe0e4e39dcec419acd2eda86
csirkemell pulykacomb,1d5c6ee95a110f26e3c528d24acb8b9bdab3e78e1c99400cb6100a80bc4ee658
2290Ft/kg,1d5c6ee95a110f26e3c528d24acb8b9bdab3e78e1c99400cb6100a80bc4ee658
100g,1d5c6ee95a110f26e3c528d24acb8b9bdab3e78e1c99400cb6100a80bc4ee658
1db,1d5c6ee95a110f26e3c528d24acb8b9bdab3e78e1c99400cb6100a80bc4ee658
2390Ft,9a3899ba9b0aa8d4edd79ec4b1e4add6f1c9601e01387bbc86eb53272dd75725
100g,9a3899ba9b0aa8d4edd79ec4b1e4add6f1c9601e01387bbc86eb53272dd75725
1kg,9a3899ba9b0aa8d4edd79ec4b1e4add6f1c9601e01387bbc86eb53272dd75725
A termék a csemegepulttal rendelkező áruházainkban kapható,89c94541a569c6e23591e6c6c7ae4cc1edac84959e7163fbee74cb144668159a
3990Ft/kg,402210a4d7a163d2897a5786fbbf2e6c845b555731cb8dc643777a61bd20537d
2890Ft/kg,402210a4d7a163d2897a5786fbbf2e6c845b555731cb8dc643777a61bd20537d
csemege csípős,402210a4d7a163d2897a5786fbbf2e6c845b555731cb8dc643777a61bd20537d
2990Ft/kg,ed803a708ebe247aa50bd535fc0de790e8b4325ea72b53b0e55658f53db7b771
2990Ft/kg,0b01b41131c4328f0b1e581147a643c76311afa0fd2bd9e2f3e89258b71cc0e8
csemege paprikás,10b45c69322b46ea96801a67b5cc35c30149d9b11c5b786a958fc61079815170
2990Ft/kg,10b45c69322b46ea96801a67b5cc35c30149d9b11c5b786a958fc61079815170
100g,10b45c69322b46ea96801a67b5cc35c30149d9b11c5b786a958fc61079815170
1db,10b45c69322b46ea96801a67b5cc35c30149d9b11c5b786a958fc61079815170
3390Ft/kg,3f458243126651aaaf3a51c6c6cc42b8d375b38edd7dc61f2a3e6282d7bf0dd4
3790Ft/kg,f868aaccd191ad297f3c8f72a433f310226a2c034968b61e96ee4755b9bc1ca1
3990Ft/kg,698f8aa8ff38790b4155033a04297f1bcf0d83e0ae874efb0ce6292f9b3f0839
3990Ft/kg,e47480ebfdf1f487865990809eda715501c8d5c78ceb50ade32eb756987a2b25
csomagolt,1e729dc969ea47186918674e52bf358faa3998713749c01ced79fbbc3d223d31
3135.71Ft/kg,1e729dc969ea47186918674e52bf358faa3998713749c01ced79fbbc3d223d31
140g,1e729dc969ea47186918674e52bf358faa3998713749c01ced79fbbc3d223d31
4490Ft/kg,c7296e7574c92c8e984a97f04adfb59253960c409c3b8f56353c43c28b407f40
szeletelt,d5a0b25c187ed29ffc3406852dab1c34f2d06c0e3dfbc3360536b4f61d1eedc8
csomagolt,d5a0b25c187ed29ffc3406852dab1c34f2d06c0e3dfbc3360536b4f61d1eedc8
4490Ft/kg,d5a0b25c187ed29ffc3406852dab1c34f2d06c0e3dfbc3360536b4f61d1eedc8
100g,d5a0b25c187ed29ffc3406852dab1c34f2d06c0e3dfbc3360536b4f61d1eedc8
4490Ft/kg,6b556b7eca5e5aeca6fb581f7da68635a34fd3757c38317cacbe811ea060dd7a
6690Ft/kg,8bb9ed96865cf38b13af72422f06bc51c2f0ec7ade9f921a7bbd8fb8ce1aff4a
4690Ft/kg,8bb9ed96865cf38b13af72422f06bc51c2f0ec7ade9f921a7bbd8fb8ce1aff4a
gyulai,e86a34ace60897c742a3bf93cae837f3dd22c2837aaa59a7c1cd5b337e8e876d
csabai,e86a34ace60897c742a3bf93cae837f3dd22c2837aaa59a7c1cd5b337e8e876d
100g,e86a34ace60897c742a3bf93cae837f3dd22c2837aaa59a7c1cd5b337e8e876d
1db,e86a34ace60897c742a3bf93cae837f3dd22c2837aaa59a7c1cd5b337e8e876d
5290Ft/kg,e86a34ace60897c742a3bf93cae837f3dd22c2837aaa59a7c1cd5b337e8e876d
240g,0acdb351e98d282d0eaeb394814f4363e1f94a159aedf75758328d73f1106d71
3329Ft/kg,0acdb351e98d282d0eaeb394814f4363e1f94a159aedf75758328d73f1106d71
2288Ft/kg,0acdb351e98d282d0eaeb394814f4363e1f94a159aedf75758328d73f1106d71
szeletelt,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
csomagolt,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
5490Ft/kg,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
6862.50Ft/kg,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
100g,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
80g,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
100g,35d28861c927fb19b5a61266849e7a7a4474560dc9e64231ebaf742ae1804583
6990Ft/kg,35d28861c927fb19b5a61266849e7a7a4474560dc9e64231ebaf742ae1804583
5590Ft/kg,35d28861c927fb19b5a61266849e7a7a4474560dc9e64231ebaf742ae1804583
szeletelt,45438c4ddc6057497b8cf0031ef6019f9a9aa5610ec0ffa332a0f4e674e9833d
csomagolt,45438c4ddc6057497b8cf0031ef6019f9a9aa5610ec0ffa332a0f4e674e9833d
8557.14Ft/kg,45438c4ddc6057497b8cf0031ef6019f9a9aa5610ec0ffa332a0f4e674e9833d
70g,45438c4ddc6057497b8cf0031ef6019f9a9aa5610ec0ffa332a0f4e674e9833d
